name	type	units
FP1	n/a	n/a
Fz	n/a	n/a
F3	n/a	n/a
F7	n/a	n/a
FC3	n/a	n/a
C3	n/a	n/a
C5	n/a	n/a
TP9	n/a	n/a
CPz	n/a	n/a
Pz	n/a	n/a
P3	n/a	n/a
P7	n/a	n/a
PO3	n/a	n/a
PO7	n/a	n/a
O1	n/a	n/a
Oz	n/a	n/a
FP2	n/a	n/a
F4	n/a	n/a
F8	n/a	n/a
FC4	n/a	n/a
Cz	n/a	n/a
C4	n/a	n/a
C6	n/a	n/a
TP10	n/a	n/a
P4	n/a	n/a
P8	n/a	n/a
PO4	n/a	n/a
PO8	n/a	n/a
O2	n/a	n/a
HEOG R	n/a	n/a
HEOG L	n/a	n/a
VEOG L	n/a	n/a
